578 0x0242 LATCH_RESET W R Write 1 to reset latched alarms
579 0x0243 PID_AUTOTUNE_START W R Write 1 to force Autotuning to start
580,0x0244,PID_AUTOTUNE_DONE,R,R,Internal use only
581,0x0245,PROCESS_SCALE_ENABLE,RW,R,Enables Scaling on Process values (LIVE/MANUAL)
582 0x0246 TARE_RESET W R Write 1 to force TARE
584,0x0248,READING_DECIMAL_POSITION*,NV,R,Enumerated value – number of decimal points
585,0x0249,DISPLAY_UNITS*,NV,R,Enumerated value – units of measure
586,0x024a,DISPLAY_COLOR_NORMAL*,NV,R,Enumerated value to set display color
587,0x024b,DISPLAY_BRIGHTNESS*,NV,R,Enumerated value to set display brightness
588,0x024c,TIME_FORMAT*,NV,R,Enumerated value to indicate time format
589 0x024d DISPLAY_ALARM_CONTROL R
590 0x024e DISPLAY ROUNDING NV F Determines display rounding
592,0x0250,TCAL_TYPE*,NV,R,Enumerated value indicating type of TCAL
593,0x0251,SET_ICE_POINT,NV,R,Write 1 to set ICE POINT offset
594,0x0252,SET_TCAL_1_POINT,NV,R,Write 1 to set 1 point Cal. offset
595,0x0253,SET_TCAL_2_POINT_LOW,NV,R,Write 1 to set 2 point Cal. LOW point
596,0x0254,SET_TCAL_2_POINT_HIGH,NV,R,Write 1 to set 2 point Cal. HIGH point
600,0x0258,TCAL_ICE_POINT_OFFSET*,NV,F,Stored ICE POINT offset
602,0x025a,TCAL_1_POINT_OFFSET*,NV,F,Stored 1 point CAL offset
604,0x025c,TCAL_2_POINT_OFFSET*,NV,F,Stored 2 point CAL offset
606,0x025e,TCAL_2_POINT_GAIN*,NV,F,Stored 2 point CAL gain
608,0x0260,RAMP_SOAK_MODE*,NV,R,Enumerated – Ramp and Soak mode
609,0x0261,RAMP_SOAK_PROFILE_SELECT*,RW,R,Starting Profile for Ramp and Soak
610,0x0262,CURRENT_PROFILE,RW,R,Use to select R&S profile to access
611,0x0263,CURRENT_SEGMENT,RW,R,Use to select profile segment to access
612,0x0264,SEGMENTS_PER_PROFILE*,NV,R,Number of segments in current profile
613,0x0265,SOAK_ACTION*,NV,R,Enumerated – Soak Action
614,0x0266,SOAK_LINK*,NV,R,Profile to link to after current profile
615,0x0267,TRACKING_TYPE*,NV,R,Enumerated – R&S tracking type
616,0x0268,RAMP_EVENT*,NV,R,RE.ON flag set for current segment
617,0x0269,SOAK_EVENT*,NV,R,SE.ON flag set for current segment
618,0x026a,SOAK_PROCESS_VALUE*,NV,F,Target SOAK setpoint for current segment
620,0x026c,RAMP_TIME*,NV,L,Time (msec) to reach target SOAK setpoint
622,0x026e,SOAK_TIME*,NV,L,Time (msec) to hold at SOAK setpoint
624,0x0270,CONTROL_SETPOINT,RW,F,Setpoint used for PID/Control functions
626,0x0272,RAMP_SOAK_REMAINING_TIME,R,L,Ramp or Soak time remaining
628,0x0274,RAMP_SOAK_STATE,R,R,Enumerated – R&S flags
640,0x0280,CURRENT_INPUT_VALUE,R,F,Current Process value
642,0x0282,INPUT_SENSOR*,NV,R,Enumerated sensor (input) type
643,0x0283,TC_TYPE*,NV,R,Enumerated Thermocouple type
644,0x0284,RTD_WIRE*,NV,R,Enumerated RTD wire type
645,0x0285,RTD_ACRV_OHM_TYPE*,NV,R,Enumerated RTD Curve
646,0x0286,THERMISTOR_VALUE*,NV,R,Enumerated Thermistor type
647,0x0287,PROCESS_RANGE*,NV,R,Enumerated process input range
648 0x0288 PROCESS TYPE* NV R Enumerated input type
653 0x028d TARE MODE NV R Tare Mode
654,0x028e,RATE_MODE,NV,R,Rate Mode (RESERVED)
655,0x028f,READING_FILTER_CONSTANT*,NV,R,Enumerated input filtering constant
656 0x0290 SMART SENSOR PRESET R R Enumerated Toggle
657 0x0291 SMART SENSOR SELECT NV R Selects active Sensor input
658 0x0292 SMART SENSOR READING 1 R F Sensor 1 Input
659 0x0294 SMART SENSOR READING 2 R F
660 0x0296 SMART SENSOR READING 3 R F
661 0x0298 SMART SENSOR READING 4 R F PID Parameters
672,0x02a0,PID_ADAPTIVE_CONTROL_ENABLE*,NV,R,Enumerated Toggle
673,0x02a1,PID_ACTION*,NV,R,Enumerated PID control action
674,0x02a2,PID_AUTOTUNE_TIMEOUT*,NV,L,Timeout (msec) for Autotuning
676,0x02a4,PID_P_*,NV,F,Proportional Gain value
678,0x02a6,PID_I_*,NV,F,Integral Gain value
680,0x02a8,PID_D_*,NV,F,Derivative Gain value
682,0x02aa,PID_PERCENT_LOW*,NV,F,Minimum PID Control output value
684,0x02ac,PID_PERCENT_HIGH*,NV,F,Maximum PID Control output value
686,0x02ae,PID_MAX_RATE*,NV,F,PID maximum rate of change
688 0x02b0 PID_ STABILITY_TIMEOUT* NV L Autotune stability test timeout
690 0x02b2 PID_ STABILITY_RATE* NV F Autotune maximum rate of change stability test
704,0x02c0,SAFETY_DELAYED_POWER_ON_RUN*,NV,R,Write 1 to DISABLE auto RUN on power up
705,0x02c1,SAFETY_DELAYED_OPER_RUN*,NV,R,Write 1 to DISABLE return to RUN in OPER
706,0x02c2,SAFETY_SETPOINT_LIMIT_LOW*,NV,F,Minimum allowed setpoint value
708,0x02c4,SAFETY_SETPOINT_LIMIT_HIGH*,NV,F,Maximum allowed setpoint value
710,0x02c6,LOOP_BREAK_ENABLE*,NV,R,Enumerated Toggle
712,0x02c8,LOOP_BREAK_TIME*,NV,L,Time (msec) for break test
714,0x02ca,OPEN_CIRCUIT_ENABLE*,NV,R,Write 1 to enable open circuit test Password / Access Control
720,0x02d0,PASSWORD_INIT_ENABLE*,NV,R,Write 1 to enable INIT menu password
722,0x02d2,PASSWORD_INIT*,NV,L,INIT menu password
724,0x02d4,PASSWORD_PROGRAM_ENABLE*,NV,R,Write 1 to enable PROG menu password
726,0x02d6,PASSWORD_PROGRAM*,NV,L,PROG menu password
736,0x02e0,SETPOINT_1_MODE*,NV,R,Enumerated Setpoint 1 mode
738 0x02e2 ABSOLUTE SETPOINT_1* NV F Setpoint 1 Absolute value
740,0x02e8,SETPOINT_2_MODE*,NV,R,Enumerated Setpoint 2 mode
742,0x02ea,ABSOLUTE_SETPOINT_2*,NV,F,Setpoint 2 Absolute value
744,0x02ec,DEVIATION_SETPOINT_2*,NV,F,Setpoint 2 value (derivative mode)
768,0x0300,DB_4_20_MANUAL_LIVE*,NV,R,Enumerated Input Process mode
770,0x0302,DB_4_20_READING_1*,NV,F,Scale reading value 1
772,0x0304,DB_4_20_INPUT_1*,NV,F,Scale input value 1
774,0x0306,DB_4_20_READING_2*,NV,F,Scale reading value 2
776,0x0308,DB_4_20_INPUT_2*,NV,F,Scale input value 2
800,0x0320,DB_0_24_MANUAL_LIVE*,NV,R,Enumerated Input Process mode
802 0x0322 DB_0_24_ READING_1* NV F Scale reading value 1
804 0x0324 DB_0_24_ INPUT_1* NV F Scale input value 1
806 0x0326 DB_0_24_ READING_2* NV F Scale reading value 2
808 0x0328 DB_0_24_ INPUT_2* NV F Scale input value 2
832,0x0340,DB_10_MANUAL_LIVE*,NV,R,Enumerated Input Process mode
834 0x0342 DB_10_ READING_1* NV F Scale reading value 1
836,0x0344,DB_10_INPUT_1*,NV,F,Scale input value 1
838,0x0346,DB_10_READING_2*,NV,F,Scale reading value 2
840,0x0348,DB_10_INPUT_2*,NV,F,Scale input value 2
864,0x0360,DB_1_MANUAL_LIVE*,NV,R,Enumerated Input Process mode
866 0x0362 DB_1_ READING_1* NV F Scale reading value 1
868 0x0364 DB_1_ INPUT_1* NV F Scale input value 1
870,0x0366,DB_1_READING_2*,NV,F,Scale reading value 2
872 0x0368 DB_1_ INPUT_2* NV F Scale input value 2
896 0x0380 DB_POINT_1_MANUAL_ LIVE* NV R Enumerated Input Process mode
898 0x0382 DB_POINT_1_ READING_1* NV F Scale reading value 1
890 0x0384 DB_POINT_1_ INPUT_1* NV F Scale input value 1
892 0x0386 DB_POINT_1_ READING_2* NV F Scale reading value 2
894 0x0388 DB_POINT_1_ INPUT_2* NV F Scale input value 2
928,0x03a0,DB_POINT_05_MANUAL_LIVE*,NV,R,Enumerated Input Process mode
930,0x03a2,DB_POINT_05_READING_1*,NV,F,Scale reading value 1
932,0x03a4,DB_POINT_05_INPUT_1*,NV,F,Scale input value 1
934,0x03a6,DB_POINT_05_READING_2*,NV,F,Scale reading value 2
936,0x03a8,DB_POINT_05_INPUT_2*,NV,F,Scale input value 2
976,0x03d0,RSP_PROCESS_RANGE*,NV,R,Enumerated Process Range
977,0x03d2,RSP_ENABLE*,NV,R,Enumerated Toggle (sets SP 1 mode)
984,0x03d8,RSP_4_20_SETPOINT_MIN*,NV,F,Minimum Setpoint
986,0x03da,RSP_4_20_INPUT_MIN*,NV,F,Minimum Input
988,0x03dc,RSP_4_20_SETPPOINT_MAX*,NV,F,Maximum Setpoint
990,0x03de,RSP_4_20_INPUT_MAX*,NV,F,Maximum Input
992 0x03e0 RSP_0_24_SETPOINT_MIN* NV F
994 0x03e2 RSP_0_24_INPUT_MIN* NV F
996 0x03e4 RSP_0_24_SETPOINT_MAX* NV F
998 0x03e6 RSP_0_24_INPUT_MAX* NV F
1000 0x03e8 RSP_0_10_SETPOINT_MIN* NV F
1002 0x03ea RSP_0_10_INPUT_MIN* NV F
1004 0x03ec RSP_0_10_SETPOINT_MAX* NV F
1006 0x03ee RSP_0_10_INPUT_MAX* NV F
1008 0x03f0 RSP_0_1_SETPOINT_MIN* NV F
1010 0x03f2 RSP_0_1_INPUT_MIN* NV F
1012 0x03f4 RSP_0_1_SETPOINT_MAX* NV F
1014 0x03f6 RSP_0_1_INPUT_MAX* NV F
1024,0x0400,OUTPUT_1_HW_TYPE,R,R,Enumerated Hardware Type – upper 4 bits provide the ‘Instance’ count
1025,0x0401,OUTPUT_1_MODE*,NV,R,Enumerated Output Mode
1026,0x0402,OUTPUT_1_ON_OFF_ACTION*,NV,R,Enumerated On-Off Action
1027,0x0403,OUTPUT_1_SETPOINT*,NV,R,Output Setpoint selection
1028,0x0404,OUTPUT_1_PULSE_LENGTH*,NV,F,Pulse Length (.1 sec increments)
1030,0x0406,OUTPUT_1_ON_OFF_DEADBAND*,NV,F,Deadband
1032,0x0408,OUTPUT_1_OUTPUT_RANGE*,NV,R,Enumerated Output Analog Range
1034,0x040a,OUTPUT_1_RETRAN_READING_1*,NV,F,Retransmission Reading Low
1036,0x040c,OUTPUT_1_RETRAN_OUTPUT_1*,NV,F,Output Level Low
1038,0x040e,OUTPUT_1_RETRAN_READING_2*,NV,F,Retransmission Reading High
1040,0x0410,OUTPUT_1_RETRAN_OUTPUT_2*,NV,F,Output Level High
1056,0x0420,OUTPUT_2_HW_TYPE,R,R,Enumerated Hardware Type – upper 4 bits provide the ‘Instance’ count
1057,0x0421,OUTPUT_2_MODE*,NV,R,Enumerated Output Mode
1058,0x0422,OUTPUT_2_ON_OFF_ACTION*,NV,R,Enumerated On-Off Action
1059,0x0423,OUTPUT_2_SETPOINT*,NV,R,Output Setpoint selection
1060,0x0424,OUTPUT_2_PULSE_LENGTH*,NV,F,Pulse Length (.1 sec increments)
1062,0x0426,OUTPUT_2_ON_OFF_DEADBAND*,NV,F,Deadband
1064,0x0428,OUTPUT_2_OUTPUT_RANGE*,NV,R,Enumerated Output Analog Range
1066,0x042a,OUTPUT_2_RETRAN_READING_1*,NV,F,Retransmission Reading Low
1068,0x042c,OUTPUT_2_RETRAN_OUTPUT_1*,NV,F,Output Level Low
1070,0x042e,OUTPUT_2_RETRAN_READING_2*,NV,F,Retransmission Reading High
1072,0x0430,OUTPUT_2_RETRAN_OUTPUT_2*,NV,F,Output Level High
1088,0x0440,OUTPUT_3_HW_TYPE,R,R,Enumerated Hardware Type – upper 4 bits provide the ‘Instance’ count
1089,0x0441,OUTPUT_3_MODE*,NV,R,Enumerated Output Mode
1090,0x0442,OUTPUT_3_ON_OFF_ACTION*,NV,R,Enumerated On-Off Action
1091,0x0443,OUTPUT_3_SETPOINT*,NV,R,Output Setpoint selection
1092,0x0444,OUTPUT_3_PULSE_LENGTH*,NV,F,Pulse Length (.1 sec increments)
1094,0x0446,OUTPUT_3_ON_OFF_DEADBAND*,NV,F,Deadband
1096,0x0448,OUTPUT_3_OUTPUT_RANGE*,NV,R,Enumerated Output Analog Range
1098,0x044a,OUTPUT_3_RETRAN_READING_1*,NV,F,Retransmission Reading Low
1100,0x044c,OUTPUT_3_RETRAN_OUTPUT_1*,NV,F,Output Level Low
1102,0x044e,OUTPUT_3_RETRAN_READING_2*,NV,F,Retransmission Reading High
1104,0x0450,OUTPUT_3_RETRAN_OUTPUT_2*,NV,F,Output Level High
1120,0x0460,OUTPUT_4_HW_TYPE,R,R,Enumerated Hardware Type – upper 4 bits provide the ‘Instance’ count
1121,0x0461,OUTPUT_4_MODE*,NV,R,Enumerated Output Mode
1122,0x0462,OUTPUT_4_ON_OFF_ACTION*,NV,R,Enumerated On-Off Action
1123,0x0463,OUTPUT_4_SETPOINT*,NV,R,Output Setpoint selection
1124,0x0464,OUTPUT_4_PULSE_LENGTH*,NV,F,Pulse Length (.1 sec increments)
1126,0x0466,OUTPUT_4_ON_OFF_DEADBAND*,NV,F,Deadband
1128,0x0468,OUTPUT_4_OUTPUT_RANGE*,NV,R,Enumerated Output Analog Range
1130,0x046a,OUTPUT_4_RETRAN_READING_1*,NV,F,Retransmission Reading Low
1132,0x046c,OUTPUT_4_RETRAN_OUTPUT_1*,NV,F,Output Level Low
1134,0x046e,OUTPUT_4_RETRAN_READING_2*,NV,F,Retransmission Reading High
1136,0x0470,OUTPUT_4_RETRAN_OUTPUT_28,NV,F,Output Level HighPLATINUMTM Series Modbus Interface User’s Guide Platinum Modbus Register 15
1152,0x0480,OUTPUT_5_HW_TYPE,R,R,Enumerated Hardware Type – upper 4 bits provide the ‘Instance’ count
1153,0x0481,OUTPUT_5_MODE*,NV,R,Enumerated Output Mode
1154,0x0482,OUTPUT_5_ON_OFF_ACTION*,NV,R,Enumerated On-Off Action
1155,0x0483,OUTPUT_5_SETPOINT*,NV,R,Output Setpoint selection
1156,0x0484,OUTPUT_5_PULSE_LENGTH*,NV,F,Pulse Length (.1 sec increments)
1158,0x0486,OUTPUT_5_ON_OFF_DEADBAND*,NV,F,Deadband
1160,0x0488,OUTPUT_5_OUTPUT_RANGE*,NV,R,Enumerated Output Analog Range
1162,0x048a,OUTPUT_5_RETRAN_READING_1*,NV,F,Retransmission Reading Low
1164,0x048c,OUTPUT_5_RETRAN_OUTPUT_1*,NV,F,Output Level Low
1165,0x048e,OUTPUT_5_RETRAN_READING_2*,NV,F,Retransmission Reading High
1168,0x0490,OUTPUT_5_RETRAN_OUTPUT_28,NV,F,Output Level High
1184,0x04a0,OUTPUT_6_HW_TYPE,R,R,Enumerated Hardware Type – upper 4 bits provide the ‘Instance’ count
1185,0x04a1,OUTPUT_6_MODE*,NV,R,Enumerated Output Mode
1186,0x04a2,OUTPUT_6_ON_OFF_ACTION*,NV,R,Enumerated On-Off Action
1187,0x04a3,OUTPUT_6_SETPOINT*,NV,R,Output Setpoint selection
1188,0x04a4,OUTPUT_6_PULSE_LENGTH*,NV,F,Pulse Length (.1 sec increments)
1190,0x04a6,OUTPUT_6_ON_OFF_DEADBAND*,NV,F,Deadband
1192,0x04a8,OUTPUT_6_OUTPUT_RANGE*,NV,R,Enumerated Output Analog Range
1194,0x04aa,OUTPUT_6_RETRAN_READING_1*,NV,F,Retransmission Reading Low
1196,0x04ac,OUTPUT_6_RETRAN_OUTPUT_1*,NV,F,Output Level Low
1198,0x04ae,OUTPUT_6_RETRAN_READING_2*,NV,F,Retransmission Reading High
1200,0x04b0,OUTPUT_6_RETRAN_OUTPUT_28,NV,F,Output Level High
1216,0x04c0,OUTPUT_7_HW_TYPE,R,R,Enumerated Hardware Type – upper 4 bits provide the ‘Instance’ count
1217,0x04c1,OUTPUT_7_MODE*,NV,R,Enumerated Output Mode
1218,0x04c2,OUTPUT_7_ON_OFF_ACTION*,NV,R,Enumerated On-Off Action
1219,0x04c3,OUTPUT_7_SETPOINT*,NV,R,Output Setpoint selection
1220,0x04c4,OUTPUT_7_PULSE_LENGTH*,NV,F,Pulse Length (.1 sec increments)
1222,0x04c6,OUTPUT_7_ON_OFF_DEADBAND*,NV,F,Deadband
1224,0x04c8,OUTPUT_7_OUTPUT_RANGE*,NV,R,Enumerated Output Analog Range
1226,0x04ca,OUTPUT_7_RETRAN_READING_1*,NV,F,Retransmission Reading Low
1228,0x04cc,OUTPUT_7_RETRAN_OUTPUT_1*,NV,F,Output Level Low
1230,0x04ce,OUTPUT_7_RETRAN_READING_2*,NV,F,Retransmission Reading High
1232,0x04d0,OUTPUT_7_RETRAN_OUTPUT_28,NV,F,Output Level High
1248,0x04e0,OUTPUT_8_HW_TYPE,R,R,Enumerated Hardware Type – upper 4 bits provide the ‘Instance’ count
1259,0x04e1,OUTPUT_8_MODE*,NV,R,Enumerated Output Mode
1250,0x04e2,OUTPUT_8_ON_OFF_ACTION*,NV,R,Enumerated On-Off Action
1251,0x04e3,OUTPUT_8_SETPOINT*,NV,R,Output Setpoint selection
1252,0x04e4,OUTPUT_8_PULSE_LENGTH*,NV,F,Pulse Length (.1 sec increments)
1254,0x04e6,OUTPUT_8_ON_OFF_DEADBAND*,NV,F,Deadband
1256,0x04e8,OUTPUT_8_OUTPUT_RANGE*,NV,R,Enumerated Output Analog Range
1258,0x04ea,OUTPUT_8_RETRAN_READING_1*,NV,F,Retransmission Reading Low
1260,0x04ec,OUTPUT_8_RETRAN_OUTPUT_1*,NV,F,Output Level Low
1262,0x04ee,OUTPUT_8_RETRAN_READING_2*,NV,F,Retransmission Reading High
1264,0x04f0,OUTPUT_8_RETRAN_OUTPUT_28,NV,F,Output Level High
1280,0x0500,ALARM_STATE,R,R,Alarm state (Bit 0)
1281,0x0501,ALARM_1_TYPE*,NV,R,Enumerated Alarm type
1282,0x0502,ALARM_1_MODE*,NV,R,Enumerated Alarm Mode
1283,0x0503,ALARM_1_DISPLAY_COLOR*,NV,R,Enumerated Alarm Color
1284,0x0504,ALARM_1_HIGH_HIGH_MODE*,NV,R,Enumerated Toggle value
1285,0x0505,ALARM_1_LATCH_TYPE*,NV,R,Enumerated Toggle value
1286,0x0506,ALARM_1_CONTACT_CLOSURE_TYPE*,NV,R,Enumerated Contact closure type
1287,0x0507,ALARM_1_POWER_ON_STATE*,NV,R,Enumerated Power on control
1288,0x0508,ABSOLUTE_ALARM_1_LOW*,NV,F,Alarm Low value (Absolute mode)
1290,0x050a,ABSOLUTE_ALARM_1_HIGH*,NV,F,Alarm High value (Absolute mode)
1292,0x050c,DEVIATION_ALARM_1_LOW*,NV,F,Alarm Low offset (Deviation mode)
1294,0x050e,DEVIATION_ALARM_1_HIGH*,NV,F,Alarm High offset (Deviation mode)
1296,0x0510,ALARM_1_HIGH_HIGH_OFFSET*,NV,F,Alarm High-High offset
1298,0x0512,ALARM_1_ON_DELAY*,NV,F,Alarm On Delay
1300,0x0514,ALARM_1_OFF_DELAY*,NV,F,Alarm Off Delay
1312,0x0520,ALARM_STATE,R,R,Alarm state (Bit 0)
1313,0x0521,ALARM_2_TYPE*,NV,R,Enumerated Alarm type
1314,0x0522,ALARM_2_MODE*,NV,R,Enumerated Alarm Mode
1315,0x0523,ALARM_2_DISPLAY_COLOR*,NV,R,Enumerated Alarm Color
1316,0x0524,ALARM_2_HIGH_HIGH_MODE*,NV,R,Enumerated Toggle value
1317,0x0525,ALARM_2_LATCH_TYPE*,NV,R,Enumerated Toggle value
1318,0x0526,ALARM_2_CONTACT_CLOSURE_TYPE*,NV,R,Enumerated Contact closure type
1319,0x0527,ALARM_2_POWER_ON_STATE*,NV,R,Enumerated Power on control
1320,0x0528,ABSOLUTE_ALARM_2_LOW*,NV,F,Alarm Low value (Absolute mode)
1322,0x052a,ABSOLUTE_ALARM_2_HIGH*,NV,F,Alarm High value (Absolute mode)
1324,0x052c,DEVIATION_ALARM_2_LOW*,NV,F,Alarm Low offset (Deviation mode)
1326,0x052e,DEVIATION_ALARM_2_HIGH*,NV,F,Alarm High offset (Deviation mode)
1328,0x0530,ALARM_2_HIGH_HIGH_OFFSET*,NV,F,Alarm High-High offset
1330,0x0532,ALARM_2_ON_DELAY*,NV,F,Alarm On Delay
1332,0x0534,ALARM_2_OFF_DELAY*,NV,F,Alarm Off Delay
1472,0x05c0,EXCITATION_VOLTAGE*,NV,R,Enumerated Excitation Voltage
1504,0x05e0,DB_ANNUNCIATOR_STATE,R,R,Enumerated Annunciator State
1505,0x05e1,DB_ANNUNCIATOR_1_MODE*,NV,R,Enumerated Annunciator Mode
1508,0x05e4,DB_ANNUNCIATOR_STATE,R,R,Enumerated Annunciator State
1509,0x05e5,DB_ANNUNCIATOR_2_MODE*,NV,R,Enumerated Annunciator Mode
1512,0x05e8,DB_ANNUNCIATOR_STATE,R,R,Enumerated Annunciator State
1513,0x05e9,DB_ANNUNCIATOR_3_MODE*,NV,R,Enumerated Annunciator Mode
1516,0x05ec,DB_ANNUNCIATOR_STATE,R,R,Enumerated Annunciator State
1517,0x05ed,DB_ANNUNCIATOR_4_MODE*,NV,R,Enumerated Annunciator Mode
1536,0x0600,USB_PROTOCOL*,NV,R,Enumerated Comm Mode
1537,0x0601,USB_RECOGNITION_CHARACTER*,NV,R,Recognition character
1538,0x0602,USB_DATA_FLOW*,NV,R,Enumerated Data Flow (Omega mode)
1539,0x0603,USB_ECHO_MODE*,NV,R,Enumerated Toggle value
1540,0x0604,USB_CONTINUOUS_DATA_PERIOD*,NV,F,Time interval in continuous mode (0.1 sec)
1542,0x0606,USB_DATA_FORMAT_STATUS*,NV,R,Enumerated Toggle value
1543,0x0607,USB_DATA_FORMAT_READING*,NV,R,Enumerated Toggle value
1544,0x0608,USB_DATA_FORMAT_PEAK*,NV,R,Enumerated Toggle value
1545,0x0609,USB_DATA_FORMAT_VALLEY*,NV,R,Enumerated Toggle value
1546,0x060a,USB_DATA_FORMAT_UNIT*,NV,R,Enumerated Toggle value
1547,0x060b,USB_SEPARATION_CHAR*,NV,R,Enumerated Separation character
1548,0x060c,USB_LINE_FEED*,NV,R,Enumerated Toggle value
1549,0x060d,USB_DEVICE_ADDRESS*,NV,R,Byte address (0..255)
1550,0x060e,USB_MODBUS_MODE*,NV,R,Enumerated Modbus mode
1551,0x060f,USB_MODBUS_EOL*,NV,R,2 character EOL character string(CR/LF)
1568 0x0620 ETH_PROTOCOL* NV R
1569 0x0621 ETH_RECOGNITION_CHARACTER* NV R
1570 0x0622 ETH_DATA_FLOW* NV R
1571 0x0623 ETH_ECHO_MODE* NV R
1572 0x0624 ETH_CONTINUOUS_DATA_PERIO* NV F
1574 0x0626 ETH_DATA_FORMAT_STATUS* NV R
1575 0x0627 ETH_DATA_FORMAT_READING* NV R
1576 0x0628 ETH_DATA_FORMAT_PEAK* NV R
1577 0x0629 ETH_DATA_FORMAT_VALLEY* NV R
1578 0x062a ETH_DATA_FORMAT_UNIT* NV R
1579 0x062b ETH_LINE_FEED* NV R
1580 0x062c ETH_SEPARATION_CHAR* NV R
1581 0x062d ETH_DEVICE_ADDRESS* NV R
1582 0x062e ETH_MODBUS_MODE* NV R
1583 0x062f ETH_MODBUS_EOF* NV R
1600 0x0640 SERIAL_PROTOCOL* NV R
1601 0x0641 SERIAL_RECOGNITION_CHARAC* NV R
1602 0x0642 SERIAL_DATA_FLOW* NV R
1603 0x0643 SERIAL_ECHO_MODE* NV R
1604 0x0644 SERIAL_CONTINUOUS_DATA_PE* NV F
1606 0x0646 SERIAL_DATA_FORMAT_STATUS* NV R
1607 0x0647 SERIAL_DATA_FORMAT_READIN* NV R
1608 0x0648 SERIAL_DATA_FORMAT_PEAK* NV R
1609 0x0649 SERIAL_DATA_FORMAT_VALLEY* NV R
1610 0x064a SERIAL_DATA_FORMAT_UNIT* NV R
1611 0x064b SERIAL_LINE_FEED* NV R
1612 0x064c SERIAL_SEPARATION_CHAR* NV R
1613 0x064d SERIAL_DEVICE_ADDRESS* NV R
1614 0x064e SERIAL_MODBUS_MODE* NV R
1615 0x064f SERIAL_MODBUS_EOF* NV R
1616,0x0650,SERIAL_232_485*,NV,R,Enumerated serial interface type
1617,0x0651,SERIAL_BAUD_RATE*,NV,R,Enumerated baud rate value
1618,0x0652,SERIAL_PARITY*,NV,R,Enumerated parity value
1619,0x0653,SERIAL_DATABITS*,NV,R,Enumerated data bits value
1620,0x0654,SERIAL_STOPBITS*,NV,R,Enumerated stop bits value
1792,0x0700,DB_LINEARIZATION_MANUAL_LIVE*,NV,R,Enumerated Linearization mode
1793,0x0701,DB_NUMBER_LINEARIZATION_POINTS,NV,R,Number of active points
1794 0x0702 DB_POINT_1_ READING_1* NV F Linearization reading value 1
1796 0x0704 DB_POINT_1_ INPUT_1* NV F Linearization input value 1
1798 0x0706 DB_POINT_1_ READING_2* NV F Linearization reading value 2
1800 0x0708 DB_POINT_1_ INPUT_2* NV F Linearization input value 2
1802 0x070a DB_POINT_1_ READING_3* NV F Linearization reading value 3
1804 0x070c DB_POINT_1_ INPUT_3* NV F Linearization input value 3
1806 0x070e DB_POINT_1_ READING_4* NV F Linearization reading value 4
1808 0x0710 DB_POINT_1_ INPUT_4* NV F Linearization input value 4
1810 0x0712 DB_POINT_1_ READING_5* NV F Linearization reading value 5
1812 0x0714 DB_POINT_1_ INPUT_5* NV F Linearization input value 5
1814 0x0716 DB_POINT_1_ READING_6* NV F Linearization reading value 6
1816 0x0718 DB_POINT_1_ INPUT_6* NV F Linearization input value 6
1818 0x071a DB_POINT_1_ READING_7* NV F Linearization reading value 7
1820 0x071c DB_POINT_1_ INPUT_7* NV F Linearization input value 7
1822 0x071e DB_POINT_1_ READING_8* NV F Linearization reading value 8
